info 85 10
system_85 False 188.9796491183493
system_85 False 214.8949774714065
system_85 True 189.7112914073265
system_85 True 180.99705715468667
system_85 True 201.6437013764549
system_85 False 220.61306355280547
system_85 False 220.814917907437
system_85 False 220.71116039530267
system_85 False 211.28919009912636
system_85 False 219.59993001928413
system_85 False 219.52644634454145
system_85 False 220.00518692964138
system_85 False 220.1695962501055
system_85 False 220.44542162329634
system_85 False 219.67047243337026
