info 276 12
system_276 False 257.65521999536617
system_276 False 292.7807856378247
system_276 True 258.66660946273157
system_276 True 246.73699420863042
system_276 True 274.9755404934396
system_276 False 299.81309001098623
system_276 False 299.61780072480957
system_276 True 246.21109139082625
system_276 False 299.5773293122394
system_276 False 300.0858758023087
system_276 False 299.3623178455228
system_276 True 299.36042245876405
system_276 False 299.39917971119604
system_276 False 300.26551345956926
system_276 True 299.312722315527
system_276 True 299.42674821556864
system_276 False 299.41066071273076
