info 212 96
system_212 False 1448.5261957274263
system_212 False 1437.5595029732442
system_212 False 1515.0694239259874
system_212 False 1446.2560806470844
system_212 False 1513.8711222706963
system_212 False 1449.1382071826438
system_212 False 1451.3134364878101
system_212 False 1458.841911200744
system_212 False 1455.5402924219352
system_212 False 1505.2840618829675
system_212 False 1454.129000069763
system_212 False 1518.953791745102
system_212 False 1459.3746777935023
system_212 False 1460.1542462560399
system_212 False 1456.4856646737244
system_212 False 1517.3479662589061
system_212 False 1449.1386160465465
system_212 False 1468.1926558711918
system_212 False 1462.5958893206848
system_212 False 1515.083353010014
system_212 False 1464.7692907280364
system_212 False 1433.2892757421523
system_212 False 1454.9752906881029
system_212 False 1468.3018599167058
system_212 False 1521.6386680676492
system_212 False 1464.8735236613468
system_212 False 1520.5448405952882
system_212 False 1520.6032072095297
system_212 False 1522.1059258026385
system_212 False 1517.7218631071532
system_212 False 1521.9959624356752
system_212 False 1521.9820797994537
system_212 False 1521.4282797733074
system_212 False 1522.866986545261
system_212 False 1522.6171680939976
system_212 False 1522.4394781266376
system_212 False 1522.2552202096258
system_212 False 1522.7904349915839
system_212 False 1521.435108998027
