info 174 62
system_174 False 1261.8573731935435
system_174 False 1224.0984195338845
system_174 False 1264.4828734017317
system_174 False 1289.5145825570114
system_174 False 1221.4034164805632
system_174 False 1326.0996961119802
system_174 False 1325.4687139597295
system_174 False 1324.3796796955066
system_174 False 1326.5981435497072
system_174 False 1326.1935636407657
system_174 False 1326.2430427107656
system_174 False 1325.4157451206402
system_174 False 1325.441178144282
system_174 False 1326.457332790937
system_174 False 1325.4258896376923
system_174 False 1325.2966808527374
system_174 False 1324.2791907347485
system_174 False 1325.5674814746815
system_174 False 1326.7260723814725
system_174 False 1322.525118329783
system_174 False 1325.4549263243118
system_174 False 1325.4083025789535
system_174 False 1324.3989817501379
system_174 False 1323.2584998614582
system_174 False 1325.1377011125364
system_174 False 1326.7598877486519
system_174 False 1325.5158251983394
system_174 False 1322.0502804879777
system_174 False 1326.804093883062
system_174 False 1325.5010833015522
system_174 False 1324.5815510326827
system_174 False 1326.64169933012
system_174 False 1326.2433673776534
system_174 False 1326.7290274337597
system_174 False 1326.2446225174795
system_174 False 1324.7518567265893
system_174 False 1324.6767253940757
system_174 False 1326.469061825904
system_174 False 1326.3361187031949
system_174 False 1323.2647957190993
system_174 False 1326.6875856568295
system_174 False 1326.260621691592
system_174 False 1323.4793300098909
system_174 False 1323.393105339641
system_174 False 1326.262566912698
system_174 False 1326.6268614868202
system_174 False 1326.4572268571621
system_174 False 1326.4551411812893
system_174 False 1326.768005869007
system_174 False 1325.0609731531013
system_174 False 1326.4297091165645
system_174 False 1324.0816243371903
system_174 False 1325.2287132174201
system_174 False 1325.763185664318
system_174 False 1326.4585621061274
system_174 False 1325.6808231956793
system_174 False 1326.6753939175262
system_174 False 1326.8140415306236
system_174 False 1323.9088310428538
system_174 False 1326.815419499393
system_174 False 1325.5240159662935
system_174 False 1326.570785745054
system_174 False 1326.7296665693318
system_174 False 1326.7354927012368
system_174 False 1326.4732378380168
system_174 False 1324.9063703907266
system_174 False 1326.8462071447293
