info 236 41
system_236 False 1035.754307323028
system_236 False 1037.1600062692478
system_236 False 1056.9432748286856
system_236 False 1038.7129664332915
system_236 False 1043.8203603513084
system_236 False 1020.9612650722108
system_236 False 1051.7405021116813
system_236 False 1026.9349702334982
system_236 False 1062.9926795574531
system_236 False 1062.2548797477482
system_236 False 1061.4298682149495
system_236 False 1060.0950953011654
system_236 False 1062.8938990626275
system_236 False 1057.1691362846504
system_236 False 1061.0561109889331
system_236 False 1057.140557139175
system_236 False 1057.8696882563434
system_236 False 1056.6653795977543
system_236 False 1059.5197287873532
system_236 False 1061.8847641102668
system_236 False 1062.9452169534445
system_236 False 1061.877015875516
system_236 False 1060.1925842291805
system_236 False 1059.3113915524248
