info 294 9
system_294 False 134.0390458335743
system_294 False 152.5865406528981
system_294 True 134.54698297310418
system_294 False 128.40484746732994
system_294 True 142.97825430304547
system_294 True 134.7481517380354
system_294 False 156.02347566616442
system_294 False 156.29083457855012
system_294 False 155.88406210140872
system_294 False 156.1188775807653
system_294 False 155.64302082214658
system_294 False 156.23974523017
system_294 False 156.21568500037998
system_294 False 155.88001315927087
