info 180 25
system_180 False 752.5553066423853
system_180 False 730.0611895041665
system_180 False 754.1194737232324
system_180 False 769.029662181885
system_180 False 728.4577925042485
system_180 False 749.3873105622752
system_180 False 733.7707483600446
system_180 False 759.7577224359117
system_180 False 751.0400050309485
system_180 False 747.7571480485952
system_180 False 744.4988150463278
system_180 True 730.4164101742069
system_180 False 749.7404063867112
system_180 False 750.0152333288369
system_180 False 760.1086080974603
system_180 False 744.9607883678367
system_180 False 754.4092019060168
system_180 False 765.8469328051834
system_180 False 756.9784123960292
system_180 False 745.4368337961761
system_180 False 741.8004169066357
system_180 False 746.8088929859297
system_180 False 737.3549114182758
system_180 False 740.3392398289916
system_180 False 753.7849842035262
system_180 False 739.7885235507331
system_180 False 734.1291204714279
system_180 False 754.5208433060875
system_180 False 751.5592293579448
system_180 False 752.7145351275706
