info 256 41
system_256 False 1167.1920095913556
system_256 False 1158.3584134950354
system_256 False 1220.790586779535
system_256 False 1165.3642403258423
system_256 False 1219.827430818204
system_256 False 1167.9872629434162
system_256 False 1224.6620420941695
system_256 False 1225.4579043402396
system_256 False 1226.0408742295358
system_256 False 1226.064038408376
system_256 False 1223.145609097569
system_256 False 1225.8468055147093
system_256 False 1223.1864235194223
system_256 False 1226.8841908555928
system_256 False 1226.353533114617
system_256 False 1226.072634934031
system_256 False 1227.2711394208325
system_256 False 1221.7956290914656
system_256 False 1224.6143227002667
system_256 False 1225.9883658345414
system_256 False 1223.9533737010836
system_256 False 1224.3316373387268
system_256 False 1227.1128535207804
system_256 False 1224.6156875585816
system_256 False 1226.0589686286467
system_256 False 1226.1770847727516
system_256 False 1227.0032793367066
system_256 False 1225.9897956661964
system_256 False 1226.9763621917432
system_256 False 1225.5505633883784
system_256 False 1223.5332585508527
system_256 False 1224.397005411307
system_256 False 1224.0826327683137
system_256 False 1227.1646494269066
system_256 False 1225.9882110002047
system_256 False 1224.6017036374312
system_256 False 1224.3350725249452
system_256 False 1226.9561496540923
system_256 False 1225.3881443174662
system_256 False 1225.2991373903665
system_256 False 1225.1111842403584
system_256 False 1225.8828386969287
system_256 False 1227.1714559878972
system_256 False 1226.7234952222204
system_256 False 1226.1191926959546
system_256 False 1227.2920711223596
